hcp_id,hcp_name,hcp_address,hcp_specialty,total_patients,diagnosed_patients,treated_patients,male_patients,female_patients,unknown_patients,new_patients,claims_count,male_claims,female_claims,unknown_claims,nrx,trx,cash,commercial,Aetna,Blue Cross,Cigna,UnitedHealthcare,Medicare,Medicaid,BrandA,BrandB,BrandC,planned_calls,calls_made,patient_count_2024-01,patient_count_2024-02,patient_count_2024-03,patient_count_2024-04,patient_count_2024-05,patient_count_2024-06,patient_count_2024-07,patient_count_2024-08,patient_count_2024-09,patient_count_2024-10,patient_count_2024-11,patient_count_2024-12,claim_count_2024-01,claim_count_2024-02,claim_count_2024-03,claim_count_2024-04,claim_count_2024-05,claim_count_2024-06,claim_count_2024-07,claim_count_2024-08,claim_count_2024-09,claim_count_2024-10,claim_count_2024-11,claim_count_2024-12,notes,call_date
HCP0192,Adam Perry,"149 Nichole Plain Apt. 313, West Larrymouth, NH 19552, West Johnshire, Louisiana 31599",Psychiatry,448,406,401,131,222,95,32,402,196,105,101,396,402,174,1278,192,31,113,256,246,440,312,203,192,17,6,9,33,24,20,27,30,19,32,15,23,4,26,14,12,19,8,12,32,10,11,22,19,21,2,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -22.4 percent (312 scripts) in the past 1 year.",2025-09-14
HCP0193,Kenneth Washington,"93218 Joel Turnpike, South Hayley, UT 11730, Rebeccamouth, New Hampshire 94841",Pediatrics,731,492,200,520,188,23,358,532,104,357,71,124,329,351,2886,120,581,662,682,182,659,263,353,272,20,19,52,14,25,44,47,27,32,3,40,59,35,46,23,12,4,9,35,0,39,18,39,36,38,8,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -20.1 percent (263 scripts) in the past 1 year.",2025-01-24
HCP0194,Jamie Logan,"USCGC Townsend, FPO AA 74284, South Darrell, Oklahoma 85293",Cardiology,774,602,233,50,545,179,27,133,50,18,65,50,110,45,2422,559,162,485,199,594,423,104,101,103,14,6,45,49,14,9,36,8,7,38,2,12,25,49,5,6,2,3,3,11,3,11,7,5,9,8,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -5.5 percent (104 scripts) in the past 1 year.",2025-04-17
HCP0195,Joann Fields,"156 Robinson Coves, Pruittshire, AR 95969, East Steven, Hawaii 54431",Cardiology,874,424,113,547,38,289,279,435,345,66,24,414,435,40,2836,557,72,524,805,218,660,209,220,363,20,6,33,32,19,72,47,51,7,1,36,36,50,33,22,11,19,6,7,14,16,31,14,25,35,6,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -52.0 percent (209 scripts) in the past 1 year.",2025-03-28
HCP0196,Amy Ross,"7071 Joshua Ports Apt. 764, Lake Alexanderton, MT 58422, Jonesborough, Delaware 07138",Radiology,914,342,59,456,375,83,72,431,38,195,198,172,261,232,2614,466,395,836,640,191,86,146,429,115,20,13,58,7,58,31,39,71,65,28,33,45,54,60,13,5,2,22,29,19,26,3,33,5,20,27,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -44.1 percent (146 scripts) in the past 1 year.",2025-06-23
HCP0197,Lauren Hernandez,"5035 Rodriguez Rest, South Shelby, NC 64257, Hillstad, Indiana 44482",Urology,123,64,39,5,55,63,14,59,46,4,9,55,57,10,441,114,40,93,77,36,81,53,19,47,20,5,3,6,3,8,7,0,2,3,7,1,5,5,2,1,0,1,1,4,3,2,3,4,2,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -7.0 percent (53 scripts) in the past 1 year.",2025-06-22
HCP0198,Amy Parker,"86235 John Pass Suite 225, Tuckerhaven, OK 97912, Port Zacharytown, Arkansas 77056",Neurology,282,256,181,231,45,6,30,269,248,17,4,145,176,49,613,33,24,96,103,217,140,89,90,256,7,3,16,16,23,14,21,0,0,19,14,16,19,10,7,7,22,7,2,20,8,0,1,6,12,12,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -49.4 percent (89 scripts) in the past 1 year.",2025-09-13
HCP0199,Michael Smith,"4361 Desiree Groves Suite 062, North Meghan, SD 78878, New Richard, Mississippi 71696",Endocrinology,169,77,73,10,112,47,82,93,7,84,2,24,46,68,441,46,13,156,11,145,70,11,38,44,16,11,7,13,6,9,3,2,2,10,12,9,6,2,4,0,1,3,6,7,0,3,5,1,6,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -76.1 percent (11 scripts) in the past 1 year.",2025-12-14
HCP0200,Jonathan Walker,"0651 Montes Cliffs Apt. 772, Lake Vincent, WY 18227, Lake Kathryn, Texas 33047",Oncology,357,303,247,204,95,58,88,264,253,9,2,56,248,86,990,215,129,183,252,132,79,161,250,130,16,8,9,16,27,20,28,14,14,25,7,22,5,12,19,21,5,11,20,6,12,4,18,19,2,21,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -35.1 percent (161 scripts) in the past 1 year.",2025-12-31
HCP0201,Jessica Duran,"32297 Jessica Ford, South John, CO 90175, Kathyport, Montana 83254",Gastroenterology,533,442,59,124,406,3,176,432,396,32,4,263,415,194,1721,359,258,47,463,425,169,181,102,262,10,4,15,13,13,15,21,32,1,28,11,39,39,34,25,21,8,20,13,29,7,2,22,24,7,13,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -56.4 percent (181 scripts) in the past 1 year.",2025-09-14
HCP0202,Cameron Brown,"54143 Jordan River Apt. 481, East Ruth, VT 28693, Woodchester, Indiana 57884",Oncology,398,180,54,314,54,30,103,233,112,117,4,218,229,125,1528,302,55,214,269,337,351,95,43,175,12,10,3,11,29,18,32,7,23,7,2,16,21,10,14,17,17,12,8,7,7,2,2,5,9,8,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -58.5 percent (95 scripts) in the past 1 year.",2025-11-20
HCP0203,Amanda Blackwell,"85887 Fisher Court, Joshualand, LA 02256, Cherylhaven, Washington 37734",Neurology,363,345,32,258,12,93,164,330,43,122,165,217,286,139,1039,68,349,336,190,67,29,85,319,87,9,0,24,0,6,16,21,28,21,16,19,5,4,0,1,16,3,24,22,16,0,21,0,15,17,5,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -70.3 percent (85 scripts) in the past 1 year.",2025-07-24
HCP0204,Mario Garcia,"75705 Michael Grove Suite 609, North Jason, NC 63010, Emilyfurt, Michigan 86800",Radiology,507,348,296,80,316,111,141,299,220,37,42,247,276,214,975,277,133,435,92,3,35,174,185,285,6,2,9,15,29,40,32,22,11,21,1,20,30,18,21,5,12,9,20,0,0,19,13,23,11,15,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -37.0 percent (174 scripts) in the past 1 year.",2025-11-19
HCP0205,Charles Taylor,"1995 Nicholas Loaf, Nicholasville, FL 04388, West Matthewhaven, Iowa 69611",Radiology,902,678,598,501,53,348,392,536,510,23,3,222,231,427,2862,112,885,459,830,197,379,309,302,350,17,3,14,26,61,4,52,50,66,4,70,27,30,48,28,34,0,24,15,12,14,9,43,20,42,42,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 33.8 percent (309 scripts) in the past 1 year.",2025-02-03
HCP0206,Richard Davis,"881 Collins Camp Apt. 494, Rogersberg, KS 21074, West Richardland, New York 82496",Psychiatry,958,952,932,470,471,17,76,363,314,11,38,119,191,466,3064,412,229,531,602,521,769,298,311,183,8,0,49,44,34,36,54,29,47,66,72,16,10,54,9,8,1,19,15,15,9,4,15,10,29,13,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 56.0 percent (298 scripts) in the past 1 year.",2025-11-09
HCP0207,Anthony Brady,"69098 Katrina Creek, Thompsonberg, TN 45172, New Ashleytown, Rhode Island 79842",Endocrinology,755,436,338,675,51,29,182,698,543,98,57,293,598,87,2232,271,264,136,692,505,364,517,328,101,8,4,28,4,3,43,35,1,51,34,19,33,30,38,30,38,32,26,49,18,31,10,41,15,41,30,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -13.5 percent (517 scripts) in the past 1 year.",2025-05-18
HCP0208,Michelle Gomez,"USS Eaton, FPO AE 03621, South Patrick, North Carolina 04966",Urology,318,201,50,300,2,16,104,69,18,9,42,33,66,116,1094,176,285,167,212,211,43,16,32,34,14,2,20,0,17,15,0,3,25,10,2,24,15,21,2,0,1,3,1,2,4,1,0,1,4,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -75.8 percent (16 scripts) in the past 1 year.",2025-03-19
HCP0209,Christine Elliott,"USCGC Brady, FPO AA 84400, South Kylebury, Arizona 20679",Neurology,311,50,48,115,94,102,60,293,243,35,15,167,173,32,1023,251,142,157,41,217,215,20,8,213,17,16,12,1,24,17,20,3,14,11,4,14,19,12,3,20,0,2,8,6,8,18,8,21,0,14,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -88.4 percent (20 scripts) in the past 1 year.",2025-08-08
HCP0210,Jason Myers,"90787 Wong Club, East Gary, RI 11806, New Natashashire, Arkansas 88338",Cardiology,881,307,231,866,0,15,249,185,130,37,18,179,185,295,2753,74,223,709,814,194,739,47,46,174,18,9,9,0,69,12,7,61,57,49,47,61,38,39,15,12,3,9,10,12,15,8,4,9,7,11,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -74.6 percent (47 scripts) in the past 1 year.",2025-09-27
HCP0211,James Dixon,"251 Johnson Garden, North Allison, NH 37023, Cristinahaven, Tennessee 99330",Gastroenterology,292,101,39,89,163,40,26,251,212,2,37,226,251,109,714,36,6,164,291,19,198,68,137,7,15,9,7,2,17,3,20,3,13,19,4,0,2,16,9,16,13,6,11,10,15,1,10,17,9,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -72.9 percent (68 scripts) in the past 1 year.",2025-06-06
HCP0212,Kaitlyn Reed,"716 Medina Point Apt. 691, Anthonyport, KS 79626, Melissabury, Indiana 44155",Neurology,713,59,59,246,428,39,173,475,309,59,107,316,464,27,1915,158,200,437,422,231,467,33,281,266,14,3,26,26,35,56,47,42,53,9,20,36,29,43,2,17,2,0,22,39,27,10,7,14,10,17,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -92.9 percent (33 scripts) in the past 1 year.",2025-05-21
HCP0213,Brett Carter,"USNS Chavez, FPO AP 97385, Edwardsburgh, South Dakota 90664",Oncology,799,104,100,585,178,36,24,328,298,29,1,80,99,399,1585,537,714,128,2,185,19,61,151,57,7,4,65,58,66,9,50,21,1,66,43,64,5,63,4,26,18,6,20,4,7,15,2,14,21,15,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -38.4 percent (61 scripts) in the past 1 year.",2025-08-14
HCP0214,Shawn Allen,"1598 Dawn Stravenue Suite 976, East Kimberlybury, NM 66025, Leeburgh, Minnesota 07593",Neurology,445,101,77,52,187,206,88,224,0,171,53,202,222,222,1640,369,442,51,71,356,351,54,146,140,17,3,33,29,35,3,23,30,12,31,0,23,33,3,9,4,3,13,9,5,16,15,1,6,13,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -75.7 percent (54 scripts) in the past 1 year.",2025-08-04
HCP0215,Lauren Dougherty,"1959 Wright Hill Suite 103, South Davidmouth, DE 68634, New Cassandra, Indiana 83786",Endocrinology,181,52,48,93,83,5,41,141,91,21,29,107,110,51,550,163,71,52,25,122,117,23,50,7,7,3,14,14,9,6,0,10,2,8,14,11,2,4,11,0,7,11,11,6,11,7,6,10,10,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -79.1 percent (23 scripts) in the past 1 year.",2025-12-15
HCP0216,Elizabeth Ryan,"7873 White Mall Apt. 872, Michaelberg, TX 75075, Ramosside, Minnesota 74862",Neurology,649,592,312,557,56,36,199,548,525,7,16,170,479,243,2566,45,533,184,532,634,638,52,8,437,13,6,44,31,42,54,50,8,14,8,47,38,13,8,25,11,9,9,30,13,31,27,10,6,0,27,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -89.1 percent (52 scripts) in the past 1 year.",2025-12-01
HCP0217,Sandra Fleming,"17659 Debra Stravenue Suite 942, Evansburgh, VT 04919, North Sheriport, New Hampshire 63750",Gastroenterology,416,376,370,346,42,28,165,301,135,58,108,151,262,99,804,134,137,149,99,66,219,226,30,108,16,13,19,20,21,1,34,19,3,19,17,16,5,9,2,16,10,4,15,18,19,2,8,9,1,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -13.7 percent (226 scripts) in the past 1 year.",2025-01-12
HCP0218,Daniel George,"52245 Danny Walks Apt. 241, Lewisfurt, MP 92496, North Rodneymouth, Delaware 33551",Gastroenterology,953,384,218,132,213,608,397,59,41,16,2,53,58,108,3409,90,745,761,647,321,845,33,36,51,14,2,41,26,24,45,48,7,12,45,73,24,36,53,1,1,1,2,3,2,3,2,0,4,1,2,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -43.1 percent (33 scripts) in the past 1 year.",2025-04-19
HCP0219,Kyle Myers,"Unit 8608 Box 3592, DPO AP 86482, Port Carlos, Georgia 63217",Dermatology,477,61,57,249,83,145,26,279,88,13,178,215,236,157,1605,396,403,288,72,246,200,52,7,65,19,8,25,7,34,39,33,16,20,32,32,5,11,14,22,7,4,15,22,23,9,6,10,16,5,22,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -78.0 percent (52 scripts) in the past 1 year.",2025-02-15
HCP0220,Kelly Day,"Unit 0221 Box 4528, DPO AA 04697, East Elaine, Virginia 15514",Psychiatry,914,132,38,625,221,68,269,331,281,27,23,19,56,356,2143,582,91,891,484,36,59,93,182,70,9,7,36,31,66,44,72,50,24,41,29,44,5,18,26,10,20,17,6,4,23,14,4,6,2,4,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was 66.1 percent (93 scripts) in the past 1 year.",2025-12-19
HCP0221,James Clark,"207 Christensen Station, Samanthachester, MS 21437, Sarahhaven, Washington 35030",Cardiology,674,205,103,175,435,64,228,225,14,202,9,219,223,88,2312,391,272,433,61,624,531,24,41,70,17,10,31,48,42,17,55,16,18,3,6,53,31,46,4,5,11,14,1,2,5,15,15,4,2,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -89.2 percent (24 scripts) in the past 1 year.",2025-03-23
HCP0222,Allison Evans,"72475 Simmons Mountains Suite 243, Higginstown, FM 77455, Port Micheleberg, Oklahoma 44510",Gastroenterology,401,322,234,18,264,119,172,318,123,44,151,107,128,64,1795,301,264,227,324,344,335,179,298,65,8,3,10,23,29,18,2,20,24,15,32,1,15,8,15,8,5,20,6,4,22,9,12,9,12,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 39.8 percent (179 scripts) in the past 1 year.",2025-12-28
HCP0223,Angela Arnold,"8792 Cynthia Parkways Apt. 207, East Jesse, FL 11362, Jamesview, West Virginia 14692",Neurology,772,524,73,95,509,168,158,648,37,378,233,177,314,100,1607,207,245,304,77,635,139,533,285,67,6,6,55,17,36,28,62,64,28,41,31,53,39,25,41,9,39,2,15,0,48,25,49,46,27,16,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was 69.7 percent (533 scripts) in the past 1 year.",2025-11-26
HCP0224,Michael Velez,"8684 Vanessa Common, South Billfort, FM 57919, Vargaschester, Utah 70003",Radiology,272,246,73,156,6,110,24,112,68,38,6,54,83,113,831,259,26,49,172,212,113,59,44,2,6,4,9,11,9,20,18,21,9,11,15,17,15,22,7,2,9,0,7,7,5,4,4,8,7,5,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -28.9 percent (59 scripts) in the past 1 year.",2025-01-29
HCP0225,Sarah Turner,"4624 Stevens Square Suite 562, Irwinburgh, NC 54258, West Keithton, Colorado 18050",Endocrinology,116,58,44,9,95,12,35,72,28,14,30,61,72,9,431,108,12,90,37,82,102,45,12,43,13,1,0,3,8,4,7,1,0,8,0,9,0,6,2,6,3,3,4,6,5,3,5,2,4,4,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -37.5 percent (45 scripts) in the past 1 year.",2025-10-18
HCP0226,Kimberly Walker,"65992 Myers Greens, East Julia, VI 25056, East Krystal, Oregon 80680",Endocrinology,530,213,76,103,211,216,144,238,40,178,20,157,215,209,1430,33,152,385,480,173,207,129,43,182,7,6,2,12,39,14,28,17,18,29,40,25,38,39,17,1,6,0,5,1,14,4,4,4,10,4,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -40.0 percent (129 scripts) in the past 1 year.",2025-02-17
HCP0227,Nancy Chavez,"753 Bridges Street, Newmanshire, NY 69910, South Benjaminborough, North Dakota 11349",Radiology,541,210,65,170,86,285,96,66,57,6,3,23,50,41,1545,494,64,539,144,96,208,42,54,26,5,4,7,10,34,32,45,30,20,23,11,8,16,27,2,2,5,4,0,1,4,0,3,0,0,3,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -16.0 percent (42 scripts) in the past 1 year.",2025-06-20
HCP0228,Joseph Giles,"3973 William Terrace, Carolineview, ID 34100, Lake Patricia, Kentucky 68577",Endocrinology,328,84,72,265,50,13,57,229,49,34,146,78,103,11,1097,72,108,270,311,197,139,47,21,14,13,13,19,1,15,26,0,19,14,24,3,5,4,15,1,1,18,3,19,8,15,8,14,7,0,12,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -54.4 percent (47 scripts) in the past 1 year.",2025-03-27
HCP0229,Amy Martin,"72905 Christian Club Suite 569, North Christinaburgh, NJ 33738, New Hollyshire, Virginia 80955",Pediatrics,932,482,277,873,14,45,278,529,78,322,129,92,435,241,3853,1,801,625,883,894,649,61,378,283,10,8,22,59,34,54,18,75,29,63,15,2,21,17,19,4,4,14,28,8,16,40,30,12,21,33,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -86.0 percent (61 scripts) in the past 1 year.",2025-01-28
HCP0230,Anthony Booth,"4557 Jonathan Glens Suite 399, Guerraburgh, DE 26949, Castroberg, Oregon 15659",Dermatology,795,702,528,607,107,81,288,620,256,139,225,254,558,12,1283,206,376,23,381,39,258,612,324,432,10,1,15,25,8,46,47,49,52,40,28,10,12,61,43,35,14,37,38,18,41,21,31,50,22,28,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 9.7 percent (612 scripts) in the past 1 year.",2025-11-18
HCP0231,Alexander Ramos,"09179 Edward Heights, Erinfurt, OH 95259, Millerchester, Mississippi 91465",Psychiatry,222,123,104,204,18,0,92,158,145,1,12,62,149,87,623,93,62,201,116,120,31,125,77,65,14,6,15,10,7,6,1,3,12,3,3,14,15,2,4,12,2,7,5,9,13,12,0,4,12,11,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -16.1 percent (125 scripts) in the past 1 year.",2025-10-21
HCP0232,Rebecca Townsend,"2924 Gary Burg, Christinabury, SC 37721, West John, Oklahoma 91964",Endocrinology,606,325,131,305,86,215,280,512,99,131,282,343,365,224,1683,9,76,544,203,385,466,46,304,194,12,9,28,48,26,7,6,3,1,34,28,2,36,16,33,34,24,22,10,11,3,37,0,15,25,42,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND C was -87.4 percent (46 scripts) in the past 1 year.",2025-09-23
HCP0233,Gabrielle Cohen,"9187 Noah Expressway Apt. 676, Port Deborah, MN 25120, Matthewchester, Louisiana 08672",Neurology,534,321,253,149,274,111,116,115,0,15,100,25,86,107,1669,44,130,467,384,198,446,43,76,45,6,0,1,8,4,21,4,3,21,8,28,37,11,16,0,7,2,5,2,2,1,1,4,1,8,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -50.0 percent (43 scripts) in the past 1 year.",2025-05-17
HCP0234,Travis Leonard,"22603 Janice Brook Apt. 706, Davidland, MN 92320, Edwardberg, Maine 20526",Dermatology,303,252,79,256,12,35,69,170,131,12,27,169,169,0,913,159,253,49,101,174,177,0,17,116,10,10,13,18,22,25,13,25,10,0,6,10,13,5,0,13,6,5,2,9,9,3,8,8,9,0,HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC.,2025-07-09
HCP0235,Vanessa Smith,"26237 Matthew Stravenue, New Christine, IN 60367, Oliviahaven, New Hampshire 22539",Cardiology,761,63,41,534,45,182,349,402,8,368,26,361,367,67,1712,341,173,47,105,531,515,270,162,369,19,4,48,7,44,55,39,17,13,49,60,37,51,30,13,25,13,1,31,22,10,22,11,9,32,23,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was -26.4 percent (270 scripts) in the past 1 year.",2025-04-23
HCP0236,Cassandra Little,"017 Diana Highway, East Jimmy, MS 14086, North Yolanda, Connecticut 35986",Endocrinology,284,233,227,108,81,95,73,62,35,13,14,51,51,18,930,257,198,127,117,20,211,52,18,17,8,8,8,5,2,16,13,22,7,22,2,2,8,1,5,1,2,1,5,3,3,4,2,5,5,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 2.0 percent (52 scripts) in the past 1 year.",2025-09-26
HCP0237,Briana Hampton,"990 Khan Ways Suite 357, Hayeschester, AS 86604, Ashleyport, Michigan 31420",Psychiatry,269,116,98,196,53,20,92,264,202,47,15,147,181,58,581,98,33,161,244,27,18,255,118,102,10,6,17,3,14,1,0,14,10,7,0,12,15,10,6,1,0,11,21,1,15,20,3,10,9,16,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND C was 40.9 percent (255 scripts) in the past 1 year.",2025-07-15
